Age,Monthy Earnings,Gender,Home Loan ,How much aware are you about solar?,How much do you expect to at least save on your average electricity bill by installing a solar panel system?,Marital Status,Rooms,New Floor,Budget,Percentage of roof dedicated,Workplace,Would you like to go for solar,Which city is your house at?
1,1,1,No,3,21% - 30%,2,3,0,0,0,3,0,39
1,2,1,Yes,3,31% - 40%,2,4,1,1,1,1,3,Kittur
0,3,1,No,5,>50%,2,3,1,0,2,3,3,22
1,1,2,No,4,21% - 30%,1,2,0,0,3,0,0,22
1,1,2,No,1,41% - 50%,2,4,1,0,0,2,2,21
0,1,1,Yes,5,31% - 40%,2,4,1,2,3,2,0,38
0,0,1,No,1,21% - 30%,2,1,0,0,1,1,0,17
1,2,1,No,5,21% - 30%,2,1,0,0,0,1,2,17
0,3,1,No,4,21% - 30%,2,2,0,1,2,0,2,19
0,1,1,Yes,5,31% - 40%,2,2,0,0,2,0,3,35
1,1,1,No,3,21% - 30%,2,4,0,0,0,0,2,Sangamvihar
0,3,1,No,3,10% - 20%,2,3,1,1,3,0,2,13
1,1,1,Yes,5,31% - 40%,2,3,0,0,3,1,2,35
0,1,1,Yes,3,10% - 20%,2,4,0,0,0,1,0,22
0,2,1,No,3,21% - 30%,2,3,0,0,0,3,3,35
0,1,1,Yes,1,41% - 50%,2,4,0,0,0,3,0,35
0,1,1,Yes,3,21% - 30%,2,3,0,0,0,1,2,35
0,1,1,Yes,3,31% - 40%,2,3,0,0,1,1,3,35
0,3,1,Yes,4,21% - 30%,2,4,0,1,0,1,2,38
0,2,1,Yes,5,>50%,2,4,0,1,1,1,3,17
0,1,2,No,4,31% - 40%,2,2,0,1,2,2,2,35
0,1,1,Yes,4,21% - 30%,2,3,1,1,2,0,2,Singhbhum
0,3,2,No,5,31% - 40%,2,1,0,0,0,1,3,36
2,1,1,Yes,4,31% - 40%,1,4,0,1,1,3,3,10
0,1,1,No,3,21% - 30%,2,1,0,0,0,0,0,2
1,1,1,Yes,3,21% - 30%,2,2,0,0,0,0,3,38
0,1,2,Yes,3,21% - 30%,2,3,0,0,1,0,0,33
0,2,1,No,4,21% - 30%,2,4,0,1,0,0,2,21
0,0,1,No,1,>50%,2,4,0,0,3,0,2,10
0,2,2,No,3,>50%,2,1,0,0,0,1,0,21
1,0,2,Yes,1,41% - 50%,2,3,0,0,0,0,0,17
0,0,1,No,4,10% - 20%,2,3,0,0,1,1,3,35
1,1,1,No,3,31% - 40%,2,1,0,0,0,1,2,39
0,3,1,No,3,31% - 40%,2,3,0,0,1,0,2,22
0,3,1,No,5,31% - 40%,2,2,0,1,1,1,3,35
1,1,1,No,5,31% - 40%,2,1,0,0,1,3,2,17
0,0,1,No,4,>50%,2,4,0,0,3,1,2,10
0,1,1,No,2,21% - 30%,2,1,0,0,0,0,2,13
0,2,1,No,4,31% - 40%,2,3,0,0,1,1,2,35
0,1,1,Yes,3,21% - 30%,2,2,0,0,1,0,3,36
0,0,2,No,3,31% - 40%,1,2,0,1,0,2,3,Trichy
1,1,1,No,4,21% - 30%,2,2,0,1,1,1,0,36
0,3,1,No,5,10% - 20%,2,4,0,3,0,2,2,36
1,1,1,Yes,3,21% - 30%,2,1,0,0,1,0,3,22
0,2,1,No,3,10% - 20%,2,4,0,0,0,1,0,35
1,2,1,No,5,21% - 30%,2,1,0,0,0,2,2,17
0,1,1,No,4,21% - 30%,2,0,0,0,1,1,3,17
0,1,1,No,5,10% - 20%,2,2,0,0,0,1,2,38
1,3,1,Yes,4,21% - 30%,2,4,0,1,0,3,3,35
1,3,1,No,3,31% - 40%,2,1,0,1,1,1,2,35
1,1,1,No,3,31% - 40%,1,3,0,1,1,1,2,Midnapore
1,0,1,No,3,21% - 30%,2,4,0,0,0,0,2,41
1,2,1,No,2,21% - 30%,2,2,0,0,0,2,0,10
0,1,1,No,5,31% - 40%,2,3,0,2,0,3,2,36
0,0,1,No,3,41% - 50%,2,1,0,0,0,1,2,17
1,3,1,No,3,41% - 50%,2,2,0,0,1,1,0,22
0,3,1,No,5,31% - 40%,2,2,0,0,0,2,0,36
0,1,2,No,3,10% - 20%,2,3,0,0,1,1,3,Amravatimaharashtra
1,2,1,No,4,31% - 40%,2,4,0,1,1,0,3,22
1,1,1,No,3,21% - 30%,2,4,0,0,1,1,3,17
0,1,1,No,5,31% - 40%,2,2,0,1,1,1,2,36
1,3,1,No,3,31% - 40%,2,4,0,2,1,1,2,17
0,2,1,No,2,21% - 30%,2,3,0,0,0,0,2,36
1,2,1,Yes,2,21% - 30%,1,2,0,1,2,1,2,36
1,0,1,No,3,21% - 30%,2,2,0,0,1,1,3,36
1,3,1,No,3,31% - 40%,2,3,0,0,1,1,2,10
0,2,1,Yes,4,21% - 30%,2,2,0,0,0,2,0,17
1,0,2,Yes,1,10% - 20%,1,1,0,0,0,1,3,22
1,1,1,No,2,21% - 30%,2,2,0,1,0,0,3,17
0,1,2,No,4,41% - 50%,2,1,1,0,0,1,3,10
0,0,1,No,3,21% - 30%,2,3,0,0,1,2,0,36
1,1,1,No,5,31% - 40%,2,2,0,1,0,1,0,36
1,1,1,No,4,>50%,1,3,0,0,0,1,3,17
0,1,1,No,3,41% - 50%,2,0,0,0,0,1,2,36
1,1,1,No,3,21% - 30%,2,2,0,0,0,1,2,36
1,2,1,No,4,10% - 20%,2,2,0,0,0,1,3,36
1,3,2,Yes,2,21% - 30%,1,3,0,0,1,1,3,36
1,1,2,Yes,2,>50%,2,2,0,1,3,1,3,36
0,1,2,No,3,41% - 50%,2,3,0,0,2,1,3,17
0,1,1,No,3,21% - 30%,2,1,0,0,1,0,3,5
0,1,1,No,4,21% - 30%,2,2,1,1,1,3,3,17
1,0,2,No,3,21% - 30%,1,0,1,0,0,1,0,10
0,3,1,No,4,21% - 30%,2,3,0,0,0,2,0,PaschimVihar
0,2,2,No,3,31% - 40%,2,2,0,0,1,2,0,21
0,2,1,No,4,21% - 30%,2,3,0,0,2,0,2,13
1,1,1,No,5,10% - 20%,2,3,1,0,0,3,3,39
1,2,1,Yes,5,21% - 30%,2,3,0,1,1,2,2,10
0,0,1,No,4,31% - 40%,2,4,0,1,1,0,2,39
2,1,1,No,4,21% - 30%,1,2,1,0,0,3,2,17
1,2,1,Yes,3,31% - 40%,1,0,0,1,1,1,3,38
0,3,1,Yes,5,41% - 50%,2,2,0,1,0,0,3,38
0,0,1,No,5,21% - 30%,2,2,0,0,1,1,0,38
0,0,2,No,1,10% - 20%,2,1,0,0,1,1,3,10
0,2,2,No,4,10% - 20%,2,3,0,0,1,3,2,O.ganj
0,0,2,No,2,10% - 20%,2,2,0,0,0,1,3,13
1,3,1,Yes,3,31% - 40%,2,3,0,2,1,0,3,16
0,0,2,No,4,>50%,2,1,0,0,0,0,2,38
0,1,2,Yes,3,31% - 40%,2,3,0,0,0,1,0,17
0,1,2,No,4,>50%,2,2,0,0,0,1,0,36
1,1,1,Yes,3,10% - 20%,2,3,0,0,1,1,3,17
0,1,2,No,1,21% - 30%,2,2,0,1,0,0,2,Doimukh
0,3,1,No,5,10% - 20%,2,3,1,0,0,1,3,38
0,3,2,No,3,31% - 40%,2,2,0,0,0,1,2,38
0,3,1,No,5,>50%,2,2,0,0,0,0,0,35
0,2,1,Yes,4,10% - 20%,2,4,0,1,1,0,2,41
1,1,1,No,3,10% - 20%,2,2,0,0,0,3,0,4
0,2,2,No,4,21% - 30%,2,4,1,2,1,0,2,4
1,2,2,No,4,31% - 40%,2,4,0,0,3,2,3,4
0,1,2,No,5,41% - 50%,2,4,0,0,2,1,2,4
0,2,2,No,5,31% - 40%,2,2,0,1,0,1,3,4
0,0,2,No,3,21% - 30%,2,3,0,0,1,1,3,4
0,1,1,Yes,4,21% - 30%,2,4,0,1,1,1,2,4
0,1,1,No,4,10% - 20%,2,4,0,0,2,2,0,10
1,3,1,No,4,21% - 30%,2,3,0,1,1,0,2,4
0,1,2,No,3,41% - 50%,2,1,0,0,0,0,0,39
1,1,2,No,4,21% - 30%,1,1,0,1,1,3,2,4
2,1,2,No,5,21% - 30%,1,3,0,0,3,3,0,39
2,1,1,No,5,21% - 30%,1,1,0,1,1,1,2,36
0,3,1,Yes,3,31% - 40%,2,4,0,0,1,0,0,4
2,1,2,No,3,21% - 30%,1,2,0,0,0,3,2,4
0,3,1,No,4,41% - 50%,2,4,1,0,0,0,0,41
0,0,1,No,5,>50%,2,0,0,1,1,0,3,36
1,1,1,Yes,5,31% - 40%,2,3,0,1,3,1,0,Khairthabad
1,0,2,No,1,21% - 30%,1,1,0,1,1,1,3,36
1,2,1,No,5,>50%,1,4,0,2,3,1,2,4
0,2,2,No,5,41% - 50%,2,4,0,1,1,0,3,12
1,0,1,No,3,10% - 20%,2,0,0,0,1,0,3,36
1,3,2,No,3,>50%,1,4,0,0,0,0,3,29
1,1,1,No,5,21% - 30%,2,4,0,1,1,0,2,38
2,1,1,No,5,21% - 30%,1,4,0,0,0,3,0,38
0,0,1,No,2,31% - 40%,2,4,0,0,3,0,3,22
0,1,1,No,3,21% - 30%,2,1,0,1,2,0,2,36
0,1,1,No,4,31% - 40%,2,2,1,0,1,2,3,35
1,1,1,No,5,21% - 30%,2,1,0,0,0,1,3,38
0,1,1,Yes,3,10% - 20%,2,3,0,0,1,0,2,Pimpri-Chinchwad
1,1,1,No,2,10% - 20%,2,3,0,0,0,0,2,21
0,1,1,Yes,5,31% - 40%,2,1,1,0,2,0,2,19
0,2,1,No,4,10% - 20%,2,2,0,1,0,0,0,5
0,1,1,No,3,10% - 20%,2,4,0,0,1,0,2,4
0,3,1,Yes,3,31% - 40%,2,4,1,1,1,1,0,4
1,3,1,No,1,21% - 30%,2,2,0,0,1,1,3,5
0,0,1,No,5,>50%,2,4,0,0,0,2,3,NEWTOWN
1,0,1,No,5,10% - 20%,2,4,0,3,2,1,2,41
1,1,1,No,5,21% - 30%,2,3,1,0,1,3,3,22
0,1,1,No,3,10% - 20%,2,0,0,0,0,0,0,41
1,1,1,No,4,31% - 40%,2,3,1,0,2,1,2,41
1,1,1,No,2,21% - 30%,2,4,1,0,1,1,3,41
1,1,1,No,3,31% - 40%,2,1,0,0,0,1,0,36
0,1,1,No,5,>50%,2,3,0,0,1,1,3,10
1,1,1,No,5,21% - 30%,2,2,0,0,0,3,0,5
0,1,1,No,3,41% - 50%,2,3,0,0,2,1,2,41
0,2,1,No,4,10% - 20%,2,4,0,1,1,3,2,41
1,1,1,No,4,10% - 20%,2,4,0,1,1,3,2,22
0,3,1,No,5,41% - 50%,2,4,0,2,1,0,2,41
0,1,1,No,3,21% - 30%,2,3,0,1,1,3,3,4
1,1,1,No,4,41% - 50%,2,3,0,2,3,1,0,4
0,0,1,No,1,10% - 20%,2,3,1,0,0,3,3,41
1,3,2,No,3,>50%,2,1,0,0,3,1,3,12
0,1,1,No,4,10% - 20%,2,2,0,0,1,0,2,13
0,3,1,Yes,4,21% - 30%,2,2,0,1,3,0,2,38
0,1,1,No,3,31% - 40%,2,2,0,1,1,3,2,10
0,2,1,No,3,31% - 40%,2,2,0,0,0,0,3,41
0,3,1,No,4,21% - 30%,2,4,0,1,1,0,2,10
0,1,2,No,3,31% - 40%,2,2,0,0,1,1,0,39
0,0,1,No,4,21% - 30%,2,2,0,0,1,2,2,5
0,1,2,No,3,41% - 50%,2,4,0,0,0,1,2,39
0,3,1,No,3,21% - 30%,2,4,0,0,2,0,2,4
1,1,2,No,5,10% - 20%,1,2,0,0,0,0,0,Gauhati
2,1,1,No,3,31% - 40%,1,4,0,0,0,3,3,36
0,1,2,Yes,2,31% - 40%,2,4,0,0,1,1,3,22
1,1,1,No,1,31% - 40%,2,1,0,0,0,1,3,13
1,0,1,No,3,10% - 20%,1,4,0,0,0,1,0,5
0,0,1,No,3,>50%,2,3,0,0,1,1,3,4
0,0,1,No,3,21% - 30%,2,3,0,0,1,2,3,4
1,1,2,No,2,31% - 40%,1,1,0,0,1,0,0,5
0,1,1,No,4,21% - 30%,2,4,0,0,0,0,2,22
0,1,1,No,4,31% - 40%,2,3,0,1,2,3,2,13
0,3,1,No,4,31% - 40%,2,3,1,2,3,0,3,38
0,1,1,No,5,41% - 50%,2,4,0,0,1,3,2,2
0,3,1,No,2,21% - 30%,2,3,0,1,0,1,3,38
1,3,1,No,3,31% - 40%,2,4,0,0,1,0,3,10
0,1,1,No,4,21% - 30%,2,1,0,0,0,0,0,19
0,2,1,Yes,4,10% - 20%,2,2,0,1,1,3,2,35
0,2,1,Yes,3,10% - 20%,2,1,1,0,1,0,2,33
0,0,1,No,3,31% - 40%,2,2,0,0,1,0,2,41
1,3,1,No,5,21% - 30%,2,3,0,1,1,1,2,38
0,1,1,No,4,21% - 30%,2,4,0,0,1,1,2,16
0,2,1,Yes,5,21% - 30%,2,2,0,1,1,3,3,16
1,3,1,Yes,5,21% - 30%,1,4,0,3,2,1,2,38
1,1,1,No,5,21% - 30%,2,3,0,0,0,3,0,4
0,1,2,Yes,4,31% - 40%,2,4,0,0,0,3,3,38
0,2,2,No,2,31% - 40%,2,2,0,1,1,1,3,4
0,1,1,No,4,21% - 30%,2,1,0,1,0,3,2,13
0,1,1,No,4,31% - 40%,2,2,1,2,1,3,2,21
3,0,2,Yes,1,>50%,0,4,0,3,3,0,0,4
0,1,2,No,4,>50%,2,3,0,0,1,3,3,21
0,2,1,No,3,>50%,2,4,0,3,3,2,0,10
1,3,1,No,4,>50%,2,2,0,0,1,0,0,19
0,2,1,No,5,21% - 30%,2,4,0,1,3,0,3,5
1,1,1,Yes,4,21% - 30%,2,2,0,0,0,0,3,10
0,3,1,No,3,31% - 40%,2,4,0,0,1,0,0,38
0,3,1,No,4,31% - 40%,2,4,0,0,2,0,2,5
0,0,1,No,3,10% - 20%,2,4,0,0,1,0,0,22
0,2,2,Yes,3,21% - 30%,2,1,0,3,2,3,2,38
0,1,1,No,2,31% - 40%,2,3,0,0,0,3,2,35
0,3,1,No,1,41% - 50%,2,4,0,1,0,0,2,4
0,1,1,No,3,10% - 20%,2,3,0,0,0,0,3,7
0,2,1,No,5,31% - 40%,2,4,0,1,1,0,3,17
0,1,1,No,2,41% - 50%,2,1,0,0,2,2,2,17
0,0,1,No,1,41% - 50%,2,0,0,0,0,3,2,38
0,3,1,No,4,21% - 30%,2,4,1,2,2,2,2,5
0,2,1,No,3,31% - 40%,2,4,0,0,0,0,2,2
0,1,1,No,3,21% - 30%,2,1,0,1,1,1,2,4
0,2,2,No,4,10% - 20%,2,2,0,0,2,1,0,41
0,1,1,No,5,31% - 40%,2,4,0,1,1,1,3,17
0,0,2,No,2,41% - 50%,2,0,0,0,0,1,0,KurlaWest
0,2,1,Yes,3,31% - 40%,2,2,0,0,1,1,2,22
0,1,1,No,2,10% - 20%,2,1,0,0,0,2,0,38
0,3,1,No,3,21% - 30%,2,4,0,0,1,2,3,22
1,1,1,No,3,21% - 30%,2,2,0,0,0,1,2,17
0,1,2,No,1,41% - 50%,2,0,0,0,0,3,0,22
0,3,1,No,3,10% - 20%,2,2,0,0,0,2,3,41
1,3,1,No,5,>50%,2,4,1,0,3,1,2,banaras
0,2,1,No,1,10% - 20%,2,4,0,0,0,3,0,17
0,0,1,No,3,41% - 50%,2,0,0,0,1,0,0,12
0,0,1,No,2,41% - 50%,2,1,0,1,2,1,3,10
1,0,1,No,5,10% - 20%,2,4,1,0,0,1,3,38
0,1,1,No,3,31% - 40%,2,2,0,1,1,1,3,13
0,3,1,Yes,5,>50%,2,3,0,1,3,1,3,13
0,3,1,Yes,5,41% - 50%,2,3,0,1,3,1,3,22
0,2,1,No,5,41% - 50%,2,2,0,0,1,1,0,22
0,0,1,No,4,10% - 20%,2,2,0,0,0,2,0,35
0,0,1,No,4,41% - 50%,2,1,0,0,1,0,2,21
0,1,1,No,4,10% - 20%,2,2,0,0,0,3,2,Jagatsinghpur
0,1,1,Yes,4,31% - 40%,2,4,1,1,1,0,3,35
0,0,1,No,3,31% - 40%,2,1,1,0,2,0,2,4
1,2,2,Yes,3,10% - 20%,2,4,1,0,2,1,2,19
1,1,2,No,1,21% - 30%,2,2,1,0,0,0,3,38
0,1,1,Yes,4,10% - 20%,2,4,0,0,0,3,0,22
1,2,1,No,3,31% - 40%,1,3,0,0,0,1,3,38
1,3,1,Yes,3,41% - 50%,2,2,0,1,2,0,3,41
0,3,1,No,3,41% - 50%,2,4,0,0,2,3,2,7
1,1,1,No,4,31% - 40%,2,4,0,1,2,1,2,13
0,1,1,No,3,31% - 40%,2,2,0,0,0,3,2,22
0,0,1,No,3,>50%,2,1,0,1,1,1,3,38
0,2,1,No,4,21% - 30%,2,3,0,0,1,1,0,22
0,1,2,Yes,2,10% - 20%,2,2,0,1,0,1,0,38
0,0,1,No,3,21% - 30%,2,1,0,1,0,1,2,22
0,1,1,Yes,5,31% - 40%,2,2,0,1,1,0,2,Gaziabaad
0,1,1,No,3,10% - 20%,2,4,0,0,1,1,0,22
0,1,1,No,5,31% - 40%,2,2,0,1,0,2,3,4
2,2,2,No,5,41% - 50%,1,4,0,0,2,0,2,5
0,1,1,No,5,21% - 30%,2,1,0,1,2,1,3,10
0,0,2,No,5,>50%,2,3,0,0,0,1,3,10
0,0,1,No,3,>50%,2,3,0,0,1,0,0,4
3,1,1,No,3,41% - 50%,1,4,0,0,0,3,3,33
1,1,1,No,1,21% - 30%,2,4,0,1,0,1,2,4
1,3,2,No,3,41% - 50%,1,4,1,1,2,0,3,17
1,3,1,No,4,21% - 30%,2,3,0,3,1,1,3,38
0,1,1,No,4,31% - 40%,2,4,0,2,2,0,0,22
0,2,1,No,4,>50%,2,2,1,0,0,3,3,4
0,1,1,Yes,4,31% - 40%,2,2,0,0,1,3,2,19
1,2,1,No,4,10% - 20%,2,2,0,1,1,0,3,10
0,2,1,No,5,>50%,2,4,0,1,0,1,3,4
2,1,1,No,2,21% - 30%,1,4,0,0,0,3,2,4
2,1,1,No,2,31% - 40%,1,4,0,0,1,3,3,4
2,1,1,No,3,31% - 40%,1,4,0,0,1,3,3,13
0,1,2,Yes,4,21% - 30%,2,2,0,0,0,0,2,4
0,1,2,Yes,4,31% - 40%,2,3,0,1,1,1,2,4
2,0,2,No,2,21% - 30%,1,3,0,0,1,2,2,21
1,2,1,No,4,21% - 30%,2,1,0,1,2,0,2,4
2,0,1,No,2,21% - 30%,1,3,0,0,1,3,3,4
2,1,1,No,5,21% - 30%,1,4,0,0,1,3,2,26
0,2,1,No,4,21% - 30%,2,4,1,1,1,0,2,16
0,3,2,No,5,31% - 40%,2,4,1,1,1,1,2,4
1,2,1,No,4,21% - 30%,1,2,0,0,1,1,2,38
0,1,1,Yes,4,41% - 50%,2,4,0,1,2,2,2,4
0,1,2,No,3,21% - 30%,2,4,0,0,1,0,2,17
0,0,2,No,1,21% - 30%,2,0,0,0,0,0,0,4
2,0,1,No,2,21% - 30%,1,3,0,0,0,2,3,10
1,1,1,No,4,21% - 30%,1,2,0,1,1,2,3,10
1,1,2,No,5,31% - 40%,2,2,0,1,2,1,3,10
1,1,1,No,5,10% - 20%,1,2,0,1,0,1,0,10
0,0,2,No,5,21% - 30%,2,2,0,1,0,1,3,4
1,3,2,Yes,3,31% - 40%,1,2,0,0,2,1,2,38
1,2,1,No,4,41% - 50%,2,3,0,0,1,0,0,10
1,3,2,Yes,5,>50%,2,4,0,0,0,0,2,16
0,3,2,No,5,41% - 50%,2,2,0,0,1,0,2,13
1,1,1,No,4,31% - 40%,2,2,0,0,0,1,3,36
1,3,1,Yes,4,41% - 50%,2,4,1,1,1,1,2,5
0,1,2,No,3,31% - 40%,2,4,0,0,1,1,0,38
0,0,1,No,5,>50%,2,2,0,0,3,2,2,5
0,1,2,No,5,31% - 40%,2,4,1,0,3,0,2,10
0,1,1,No,3,41% - 50%,2,0,0,1,2,0,2,36
1,1,1,No,4,>50%,2,2,0,0,0,1,2,33
0,1,1,Yes,4,21% - 30%,2,3,0,0,0,3,2,41
2,3,1,No,4,31% - 40%,1,4,0,1,0,3,2,delhi-32
0,1,2,Yes,4,31% - 40%,2,3,0,0,0,1,2,7
1,2,1,Yes,4,21% - 30%,2,4,0,1,1,3,2,38
1,0,1,No,3,10% - 20%,2,1,0,0,0,0,3,Hanamakonda
1,2,1,No,2,21% - 30%,2,4,1,1,0,0,0,10
2,3,2,No,3,21% - 30%,1,3,0,1,1,3,0,10
0,0,1,No,5,10% - 20%,2,2,0,0,0,3,3,Bengalore
0,0,1,No,1,21% - 30%,0,0,0,0,0,1,2,17
0,0,2,No,2,41% - 50%,2,0,0,0,0,1,2,5
0,1,1,No,5,21% - 30%,2,2,0,1,1,0,2,10
1,1,1,Yes,2,21% - 30%,2,1,1,0,0,1,3,10
0,1,1,Yes,2,31% - 40%,2,1,1,1,2,2,2,17
0,0,1,No,3,31% - 40%,2,3,0,0,1,1,2,16
0,0,1,No,4,31% - 40%,2,1,0,1,2,0,2,41
0,3,1,No,4,31% - 40%,2,2,0,1,1,1,2,10
0,1,1,Yes,1,31% - 40%,2,2,0,1,1,1,2,17
1,1,2,Yes,4,10% - 20%,1,3,0,0,2,1,3,17
0,1,2,No,3,31% - 40%,2,0,0,0,0,0,0,Vishakhapatnam
1,0,1,No,3,>50%,2,1,0,0,2,1,3,4
0,1,2,No,3,21% - 30%,0,3,0,0,1,0,0,17
0,0,1,No,1,>50%,2,1,0,0,0,0,0,38
0,0,1,No,3,21% - 30%,2,2,0,0,0,0,0,21
0,3,1,No,5,>50%,2,4,0,2,0,2,2,4
0,2,2,Yes,3,21% - 30%,2,4,0,0,0,1,0,5
0,0,1,No,3,31% - 40%,2,2,1,1,1,1,0,10
0,3,1,No,3,21% - 30%,2,2,0,0,0,2,3,Attibele
1,0,2,No,1,21% - 30%,1,1,0,0,0,1,0,4
0,1,2,No,3,10% - 20%,2,3,0,0,0,3,3,4
0,2,2,No,3,10% - 20%,2,3,0,0,0,1,3,4
0,1,2,No,2,21% - 30%,2,4,0,1,0,0,2,4
1,1,2,No,3,31% - 40%,2,3,0,2,1,0,3,5
0,1,2,Yes,1,21% - 30%,2,2,0,0,0,3,3,4
0,2,2,No,5,>50%,1,4,1,0,2,1,2,13
0,0,1,No,2,21% - 30%,2,2,0,0,1,1,3,10
0,2,1,No,5,21% - 30%,1,2,0,0,0,2,0,12
0,1,2,No,3,21% - 30%,2,4,0,0,0,2,0,4
0,3,2,No,3,41% - 50%,2,4,When my parents decide to,1,3,0,2,4
0,0,2,Yes,5,>50%,2,4,1,0,2,0,2,38
0,1,2,No,3,>50%,1,3,0,2,1,1,2,4
1,1,2,No,3,21% - 30%,2,2,0,1,0,1,2,4
0,3,2,No,5,>50%,2,4,1,1,0,2,2,4
0,1,2,Yes,4,>50%,2,4,1,0,0,0,0,4
0,1,2,No,4,31% - 40%,2,4,1,0,1,0,2,4
0,1,2,No,5,>50%,2,2,0,1,3,0,0,4
1,0,2,No,1,31% - 40%,2,2,0,0,2,1,2,4
0,2,2,No,5,41% - 50%,2,1,0,0,0,0,3,4
0,3,1,No,5,41% - 50%,2,4,1,1,3,1,2,4
1,1,2,No,3,31% - 40%,2,3,0,0,3,2,0,41
0,0,2,No,4,31% - 40%,2,4,0,1,2,0,2,41
0,3,1,No,1,10% - 20%,2,4,0,0,0,1,0,4
0,2,2,Yes,3,21% - 30%,2,3,0,0,1,3,3,38
0,1,2,No,4,31% - 40%,2,4,0,1,1,0,3,4
0,1,2,No,5,>50%,2,3,1,0,0,1,2,4
1,2,2,No,2,21% - 30%,2,3,0,0,0,3,0,4
1,1,1,Yes,3,21% - 30%,2,2,0,0,3,1,2,4
2,1,2,No,5,>50%,1,4,0,0,2,1,3,4
0,1,2,No,2,41% - 50%,2,4,0,0,1,0,3,4
0,1,2,Yes,2,>50%,2,2,0,0,3,1,0,13
0,2,1,No,5,>50%,2,4,0,0,1,1,0,33
1,1,1,No,2,21% - 30%,2,3,0,0,1,0,3,39
0,1,1,No,4,21% - 30%,2,3,0,0,0,0,0,41
1,0,1,No,5,10% - 20%,2,4,0,0,3,0,2,38
0,0,1,No,5,21% - 30%,2,1,0,0,0,0,0,Prayagraj
0,1,2,No,1,31% - 40%,2,3,0,0,1,0,0,38
0,3,1,No,5,10% - 20%,2,3,1,0,0,3,0,33
0,1,1,No,4,21% - 30%,2,2,0,1,1,1,3,38
0,3,1,No,5,31% - 40%,2,4,Idk,2,3,0,2,Mumbra
0,0,1,No,2,31% - 40%,2,0,0,0,0,1,0,22
0,1,1,No,2,10% - 20%,2,1,0,0,0,1,0,22
0,1,1,No,2,41% - 50%,2,4,0,0,0,1,0,22
0,0,1,No,1,10% - 20%,2,1,0,0,2,2,3,38
0,3,1,No,4,21% - 30%,2,2,0,0,1,1,3,22
1,1,1,No,3,31% - 40%,2,2,0,1,1,1,2,38
0,1,1,No,4,21% - 30%,1,4,0,1,1,2,2,38
0,0,1,No,5,>50%,2,3,0,0,0,1,0,13
0,0,2,No,5,10% - 20%,2,2,1,0,0,0,0,Kurla
0,3,1,Yes,4,31% - 40%,2,1,0,1,1,1,2,Kalamboli
0,2,1,Yes,5,31% - 40%,2,3,0,0,0,1,0,38
2,1,2,No,1,10% - 20%,1,4,1,0,1,1,0,22
0,1,1,Yes,3,21% - 30%,2,2,0,0,1,0,0,38
1,1,1,No,1,10% - 20%,2,3,0,0,1,1,0,38
0,1,1,No,3,31% - 40%,1,3,0,1,1,1,0,38
1,2,2,No,1,10% - 20%,1,3,0,0,0,1,0,13
1,2,1,No,1,10% - 20%,2,1,0,0,0,1,0,10
0,1,2,No,3,10% - 20%,2,4,0,0,0,2,0,22
0,1,1,No,3,10% - 20%,2,2,0,0,0,1,0,38
0,1,1,No,3,31% - 40%,2,2,1,1,1,2,0,41
1,1,1,No,5,31% - 40%,2,4,0,0,0,2,0,38
0,1,1,Yes,4,21% - 30%,2,1,0,0,1,1,2,22
1,1,1,No,4,31% - 40%,2,1,0,2,2,1,3,39
2,1,1,No,3,31% - 40%,1,1,0,1,1,1,2,22
0,1,1,No,4,31% - 40%,2,3,0,1,0,0,2,36
0,1,1,No,3,10% - 20%,2,3,0,0,0,0,0,10
2,2,1,Yes,4,31% - 40%,1,4,0,0,2,1,3,17
0,0,1,No,3,31% - 40%,2,1,0,0,0,1,3,38
0,1,2,Yes,3,10% - 20%,2,1,0,0,0,0,2,38
0,0,1,No,4,10% - 20%,2,1,0,0,0,1,3,36
0,1,1,No,5,10% - 20%,2,3,0,0,0,0,2,5
0,0,1,No,4,10% - 20%,1,4,0,0,0,2,3,36
0,0,1,Yes,2,>50%,2,2,0,1,0,0,2,36
0,0,1,No,5,10% - 20%,2,1,0,0,2,0,3,Moinabad
0,2,2,No,2,41% - 50%,2,1,0,0,2,0,2,36
0,1,2,No,3,31% - 40%,2,3,0,1,1,1,2,36
0,0,1,Yes,3,31% - 40%,2,3,0,0,2,2,3,36
0,3,1,No,3,>50%,2,3,0,2,3,2,3,36
0,2,1,No,5,31% - 40%,2,3,0,1,3,1,3,36
0,1,1,Yes,2,41% - 50%,2,4,1,0,1,2,3,36
0,0,1,No,1,41% - 50%,2,2,0,0,0,0,0,36
0,0,1,No,3,21% - 30%,2,4,1,0,1,1,0,41
1,0,1,No,3,31% - 40%,2,2,1,0,1,1,2,36
0,0,1,No,2,>50%,2,2,1,1,0,0,2,36
0,0,1,No,3,31% - 40%,2,2,0,0,1,0,3,36
0,1,1,No,2,31% - 40%,2,2,0,1,2,0,3,36
0,1,2,No,2,21% - 30%,2,4,0,0,1,0,2,2
0,2,2,No,3,41% - 50%,1,3,0,1,2,1,2,36
0,1,2,No,1,41% - 50%,2,3,0,0,2,1,2,36
0,0,1,No,2,21% - 30%,2,1,0,0,1,2,3,36
0,0,1,No,2,10% - 20%,2,0,1,0,1,1,0,39
0,3,2,No,5,>50%,2,2,0,3,1,1,3,39
