Age,Monthy Earnings,Gender,Home Loan ,How much aware are you about solar?,How much do you expect to at least save on your average electricity bill by installing a solar panel system?,Marital Status,Rooms,New Floor,Budget,Percentage of roof dedicated,Workplace,Would you like to go for solar,Which city is your house at?
0,1,2,No,2,10% - 20%,2,4,0,0,0,3,3,21
0,3,1,Yes,5,>50%,2,3,0,3,2,3,3,21
1,0,1,No,2,31% - 40%,2,3,0,0,2,1,0,21
1,1,1,No,2,41% - 50%,1,4,0,0,2,1,0,21
0,0,1,No,1,10% - 20%,2,3,1,0,0,2,3,21
0,0,1,No,1,21% - 30%,2,2,0,0,1,2,3,21
0,0,1,No,5,21% - 30%,2,2,0,0,1,0,3,21
1,0,1,No,1,10% - 20%,2,0,0,0,0,1,3,21
0,0,1,No,1,21% - 30%,2,2,0,0,1,0,3,21
0,1,1,No,2,10% - 20%,2,2,0,1,1,2,3,21
0,0,1,No,2,10% - 20%,2,3,0,0,1,1,3,21
1,0,1,No,3,>50%,1,3,0,0,2,1,0,21
0,0,1,No,2,>50%,2,3,0,0,2,1,0,21
0,0,1,No,3,10% - 20%,2,2,0,0,0,0,3,21
2,0,1,No,4,21% - 30%,1,2,0,0,1,1,3,21
0,1,1,No,4,21% - 30%,2,2,0,0,1,1,3,21
0,0,1,No,3,10% - 20%,2,2,0,0,1,1,3,21
0,0,1,No,1,10% - 20%,2,2,0,0,0,2,0,21
2,0,1,No,4,10% - 20%,1,1,0,0,1,1,3,22
0,1,2,Yes,2,10% - 20%,2,3,0,0,1,1,0,10
1,1,2,No,1,31% - 40%,1,4,1,1,2,2,3,38
1,2,1,No,5,41% - 50%,2,4,1,0,1,3,3,21
0,1,1,No,1,>50%,2,4,1,0,2,3,2,21
0,1,1,No,4,21% - 30%,2,2,0,0,1,0,3,21
0,0,1,No,5,10% - 20%,2,1,0,0,0,0,0,21
2,0,2,No,3,21% - 30%,1,2,0,0,1,1,3,Jhujhunu
0,2,1,No,5,31% - 40%,2,4,0,2,1,1,2,10
0,1,1,No,5,41% - 50%,2,2,0,2,1,1,2,13
2,3,2,No,5,41% - 50%,1,3,0,0,2,1,2,13
0,1,1,No,4,10% - 20%,2,2,0,0,0,1,3,13
0,3,1,Yes,4,21% - 30%,2,4,0,1,1,1,2,13
0,1,2,No,5,31% - 40%,2,4,0,0,2,1,2,13
0,0,1,No,3,41% - 50%,2,2,0,1,1,1,3,10
0,2,2,No,1,21% - 30%,2,4,0,1,1,2,3,13
2,3,1,No,4,31% - 40%,1,4,0,0,0,3,3,13
0,3,1,No,5,>50%,2,4,0,2,2,1,3,13
0,0,1,No,3,41% - 50%,2,4,0,1,0,1,0,10
0,1,2,No,3,41% - 50%,2,3,0,0,2,1,2,13
2,1,1,No,3,41% - 50%,1,4,0,0,2,1,0,5
0,0,2,No,5,21% - 30%,2,1,0,0,1,0,3,10
0,1,1,No,5,21% - 30%,2,3,0,0,0,1,0,21
0,1,2,No,5,31% - 40%,2,4,1,0,3,3,3,13
2,1,2,No,5,>50%,1,4,0,1,3,1,3,22
1,1,1,No,5,>50%,2,1,0,0,3,1,3,13
1,1,1,No,4,21% - 30%,1,4,1,0,1,1,2,13
0,3,1,No,5,>50%,2,4,1,3,0,2,3,10
0,0,1,No,5,10% - 20%,2,4,1,0,1,0,0,13
0,3,1,No,3,31% - 40%,2,4,1,1,1,2,2,21
0,0,2,No,4,>50%,2,4,1,0,1,1,3,17
0,0,1,No,3,41% - 50%,2,4,1,0,1,0,3,38
1,0,1,No,5,41% - 50%,2,1,0,0,3,1,3,38
1,1,1,No,5,>50%,1,1,1,0,0,1,3,17
0,0,2,No,3,10% - 20%,2,3,0,0,1,2,3,38
1,2,1,No,1,31% - 40%,2,4,0,1,0,1,3,17
0,0,2,No,4,31% - 40%,2,4,1,0,3,3,0,5
0,0,1,No,3,>50%,2,1,0,0,1,0,3,17
0,1,2,No,3,41% - 50%,2,1,0,0,0,1,0,17
0,0,2,No,4,41% - 50%,2,2,0,0,2,3,3,38
0,0,1,No,5,41% - 50%,2,2,0,0,0,1,2,38
1,1,1,No,5,>50%,1,1,0,0,3,1,3,17
0,1,1,Yes,1,21% - 30%,2,3,1,0,0,1,0,38
2,3,1,No,5,>50%,1,4,0,1,0,3,2,Dewaria
1,1,1,No,5,>50%,2,1,1,0,0,1,2,medford
1,3,1,No,2,31% - 40%,1,4,0,0,2,2,0,17
0,0,2,No,3,41% - 50%,2,1,1,0,0,2,3,38
2,2,1,No,5,>50%,1,3,0,1,2,3,3,5
1,1,1,No,5,21% - 30%,1,2,0,0,0,3,3,38
2,0,1,No,5,>50%,1,2,0,0,2,1,3,38
0,1,1,No,5,>50%,2,2,0,0,3,1,2,17
0,1,1,No,5,31% - 40%,2,4,0,0,2,0,2,17
1,0,1,No,5,41% - 50%,2,4,0,1,1,1,3,17
0,1,2,Yes,3,41% - 50%,1,4,0,0,1,1,3,Koppala
1,1,1,No,4,31% - 40%,2,2,0,0,1,1,3,38
0,1,1,No,5,41% - 50%,2,2,0,0,1,1,3,38
1,1,1,No,5,41% - 50%,1,1,1,0,0,1,3,Newdelhi17
0,1,1,No,4,21% - 30%,2,1,0,0,0,1,3,38
2,1,1,No,4,41% - 50%,1,2,0,0,1,1,2,38
1,2,1,No,5,>50%,1,3,0,0,3,3,3,38
1,2,1,No,5,>50%,1,3,0,0,3,3,3,38
1,1,2,No,4,>50%,1,1,1,0,0,2,2,21
1,0,1,No,1,10% - 20%,1,1,0,0,0,2,3,21
0,1,1,No,3,31% - 40%,2,4,0,1,1,3,0,21
0,1,1,No,1,21% - 30%,2,4,0,0,1,0,0,38
0,3,1,No,3,>50%,2,4,0,0,2,1,3,38
0,1,1,No,3,31% - 40%,2,3,0,1,1,1,0,38
0,2,2,No,2,31% - 40%,2,3,0,1,0,0,0,32
0,3,1,No,5,10% - 20%,2,2,1,2,3,0,0,33
0,1,2,No,3,21% - 30%,2,3,0,1,1,0,2,13
1,2,1,No,3,21% - 30%,2,2,0,0,0,1,0,38
0,1,1,No,4,21% - 30%,2,2,0,0,3,1,0,38
0,1,1,No,5,31% - 40%,2,3,1,0,1,1,2,12
0,1,1,No,4,>50%,2,3,0,0,1,0,3,38
0,0,1,No,5,31% - 40%,2,2,0,1,2,1,2,38
0,1,1,No,4,31% - 40%,2,3,0,0,0,1,3,36
0,1,2,No,4,31% - 40%,2,4,0,0,0,2,3,7
0,3,1,Yes,3,31% - 40%,2,2,0,0,1,3,2,10
0,3,1,No,3,21% - 30%,2,4,0,1,0,2,3,21
0,2,1,No,3,10% - 20%,2,2,0,0,0,0,2,12
0,2,1,No,2,21% - 30%,2,4,1,1,1,0,3,Golagokarannathkheri
0,0,1,No,4,21% - 30%,2,3,0,1,1,1,2,21
0,0,1,No,4,21% - 30%,2,1,0,0,0,0,0,38
2,2,1,No,3,21% - 30%,1,4,0,0,1,3,0,38
0,1,2,No,5,>50%,2,2,0,0,1,1,0,12
0,1,2,No,4,21% - 30%,2,4,0,0,1,0,3,38
0,1,2,No,3,21% - 30%,2,4,0,0,0,0,2,Ahmdabad
0,2,1,No,4,21% - 30%,2,3,0,1,1,1,3,38
0,2,2,No,4,41% - 50%,2,4,0,0,2,1,0,21
0,2,2,No,1,31% - 40%,2,4,0,0,0,1,3,38
0,2,2,No,4,21% - 30%,2,3,1,1,1,1,3,38
0,1,2,No,3,21% - 30%,2,3,0,0,1,0,3,38
0,1,1,No,4,41% - 50%,2,4,1,1,2,1,2,38
0,2,2,No,3,41% - 50%,2,2,1,1,2,3,2,38
0,1,1,No,4,31% - 40%,2,3,0,0,0,0,3,38
0,0,1,No,4,21% - 30%,2,2,0,0,1,0,2,41
0,3,2,No,4,21% - 30%,2,1,0,1,1,1,2,13
0,1,1,No,4,10% - 20%,2,3,1,2,1,0,3,22
0,1,1,No,4,>50%,2,1,0,1,3,1,2,38
0,1,1,No,5,>50%,2,3,1,3,3,1,3,38
0,0,2,No,5,10% - 20%,2,3,1,0,0,1,2,38
0,1,2,No,3,41% - 50%,2,4,0,0,1,1,2,38
0,3,2,No,3,21% - 30%,2,4,0,2,2,1,3,38
0,3,1,No,4,21% - 30%,2,4,0,3,1,2,2,Instituteofmanagementnirmauniversity
0,1,1,No,3,31% - 40%,2,1,0,1,1,1,2,38
0,0,1,No,4,31% - 40%,2,4,0,0,3,1,3,38
0,0,1,No,4,10% - 20%,2,2,1,0,0,1,3,13
1,1,2,No,3,31% - 40%,2,4,1,1,3,1,3,38
1,2,2,No,3,>50%,2,2,0,0,0,1,3,Chapra
0,2,2,Yes,5,31% - 40%,2,4,0,0,0,1,2,21
0,1,2,No,4,21% - 30%,2,3,0,0,0,0,0,13
1,1,1,No,4,21% - 30%,1,1,0,1,1,1,3,21
0,1,2,No,3,31% - 40%,2,1,1,1,1,0,2,10
1,3,1,No,1,21% - 30%,1,4,0,0,0,1,3,38
1,1,2,No,5,31% - 40%,2,2,1,0,1,3,2,38
0,1,2,No,2,31% - 40%,2,2,0,1,0,1,2,29
0,3,2,Yes,5,21% - 30%,2,4,0,1,0,1,3,10
0,1,1,No,3,10% - 20%,2,2,0,1,0,0,3,33
1,3,1,No,2,21% - 30%,2,4,1,0,0,1,0,22
0,3,1,Yes,5,31% - 40%,2,2,0,0,3,0,3,38
1,3,1,No,4,31% - 40%,2,4,0,2,0,0,2,22
0,2,2,No,3,21% - 30%,2,3,1,1,1,0,3,22
0,0,2,No,3,10% - 20%,2,2,0,0,0,1,0,22
0,1,2,Yes,5,41% - 50%,2,3,0,0,3,3,2,22
0,0,1,No,5,31% - 40%,2,4,0,0,0,0,0,22
0,1,2,No,3,31% - 40%,2,2,0,0,0,0,3,22
0,3,1,No,3,21% - 30%,2,2,0,0,1,1,3,22
0,0,2,No,3,10% - 20%,2,3,0,0,0,1,0,12
0,3,1,No,4,31% - 40%,2,4,0,0,1,1,0,22
0,3,2,No,4,41% - 50%,2,3,0,1,0,1,3,10
0,0,1,No,2,10% - 20%,2,1,0,0,0,0,0,10
0,0,2,No,3,10% - 20%,2,1,0,0,0,1,0,10
0,0,2,Yes,4,31% - 40%,2,2,0,0,1,2,3,17
0,0,2,No,5,10% - 20%,2,1,0,0,0,1,3,38
0,0,1,No,3,31% - 40%,2,1,0,0,0,0,0,38
1,1,1,No,4,41% - 50%,1,2,0,0,1,1,3,Chickbalapura
0,1,2,No,4,10% - 20%,1,1,0,0,0,1,2,10
2,3,1,Yes,3,31% - 40%,1,3,0,1,1,1,0,6
0,1,2,Yes,4,21% - 30%,2,2,0,0,0,1,2,33
0,3,1,No,4,31% - 40%,2,2,1,2,0,0,0,21
0,1,2,No,1,21% - 30%,2,4,0,1,0,3,0,Biratnagar
0,1,2,No,3,21% - 30%,2,4,0,0,1,0,2,21
0,3,1,No,5,>50%,2,4,0,0,3,2,0,38
0,3,2,No,3,21% - 30%,2,4,0,1,1,0,3,21
0,1,1,No,4,>50%,2,4,0,0,0,1,0,22
0,2,2,No,5,31% - 40%,2,3,0,1,1,3,3,12
0,2,2,No,4,10% - 20%,2,4,0,1,1,0,2,13
1,3,1,No,4,>50%,2,4,0,2,2,2,0,21
0,1,1,Yes,4,31% - 40%,2,1,0,0,1,1,0,21
0,3,2,No,4,31% - 40%,2,4,1,0,1,1,3,21
0,2,1,No,4,31% - 40%,2,2,0,0,1,1,3,21
0,3,1,No,5,>50%,2,1,0,0,1,1,3,32
0,0,2,No,3,21% - 30%,2,2,0,0,0,0,0,32
0,1,2,Yes,2,41% - 50%,2,4,0,1,1,0,3,32
0,0,1,No,5,31% - 40%,2,1,0,0,2,1,2,10
0,3,1,No,2,10% - 20%,2,1,0,0,3,1,3,21
0,0,1,No,4,10% - 20%,2,4,1,0,1,2,0,21
0,2,2,No,3,31% - 40%,2,1,1,0,1,0,3,38
0,1,2,No,3,21% - 30%,1,4,0,0,0,2,0,21
0,1,1,No,3,21% - 30%,2,4,0,1,1,0,3,21
0,3,1,No,1,10% - 20%,2,3,It depends upon bank balance,0,0,1,0,21
0,0,1,No,3,21% - 30%,2,3,0,0,1,1,3,21
0,2,1,No,2,31% - 40%,2,3,0,0,1,3,3,33
0,1,1,No,2,41% - 50%,2,3,1,0,2,1,2,21
1,1,2,No,5,10% - 20%,2,3,0,0,0,1,3,12
0,1,1,No,3,21% - 30%,2,2,0,0,0,1,0,21
0,1,2,Yes,5,21% - 30%,2,2,0,0,0,2,0,21
0,2,1,No,4,31% - 40%,2,4,0,0,0,1,2,12
0,1,2,No,1,21% - 30%,2,2,0,1,0,2,2,35
0,1,2,Yes,5,>50%,2,2,0,0,1,1,3,Rajpuratown
0,0,2,No,3,31% - 40%,2,4,0,1,2,1,2,21
0,1,2,No,3,41% - 50%,2,2,1,0,0,1,2,32
0,1,2,No,3,21% - 30%,2,2,0,0,2,1,3,21
0,0,2,No,4,21% - 30%,2,2,0,0,1,1,2,Renukoot
0,3,1,No,4,21% - 30%,2,3,0,0,0,1,2,33
0,1,2,No,5,>50%,2,4,0,1,1,1,2,17
0,3,2,No,5,21% - 30%,2,1,0,1,1,1,3,32
0,2,1,No,4,41% - 50%,2,4,0,0,1,1,2,13
0,1,2,No,5,>50%,2,4,0,3,3,1,2,12
0,1,1,No,3,31% - 40%,2,4,0,0,1,1,2,12
0,1,2,No,2,31% - 40%,2,4,0,0,0,0,2,32
0,2,1,No,4,21% - 30%,2,3,0,1,0,1,3,32
0,2,1,Yes,3,41% - 50%,2,3,0,0,1,0,2,32
0,2,1,No,1,>50%,2,3,0,0,1,1,2,38
0,0,1,No,5,21% - 30%,2,2,0,1,0,1,3,Adelaide
0,2,1,No,1,31% - 40%,2,2,0,1,1,1,3,32
0,1,1,No,3,41% - 50%,2,0,0,1,2,3,3,12
0,3,1,No,2,10% - 20%,2,3,0,0,1,0,3,17
1,2,2,No,5,41% - 50%,2,2,0,1,1,1,2,21
0,3,2,No,5,31% - 40%,2,2,0,1,1,0,2,Bhubanswar
0,0,1,Yes,3,10% - 20%,2,1,0,0,0,0,0,21
2,1,2,No,3,10% - 20%,1,3,0,0,1,1,0,13
0,3,2,No,5,>50%,2,4,0,3,2,1,2,21
0,1,1,No,5,21% - 30%,2,4,0,0,3,1,3,21
0,0,1,No,4,21% - 30%,2,2,0,2,2,0,3,21
2,1,1,No,4,10% - 20%,1,4,0,0,2,3,2,21
0,2,1,Yes,3,41% - 50%,2,2,0,1,2,2,2,21
0,3,2,No,5,21% - 30%,2,1,1,0,0,0,3,Bhubanswar
0,1,1,No,3,10% - 20%,2,1,0,0,0,2,0,13
0,2,1,No,3,21% - 30%,2,4,0,1,0,1,0,38
1,1,1,No,5,>50%,2,1,0,0,1,1,2,22
0,2,2,Yes,2,>50%,2,3,1,1,2,1,2,19
0,2,2,No,4,10% - 20%,2,4,0,0,1,2,2,38
1,1,1,No,5,>50%,1,1,1,0,0,1,3,Bhubanswar
0,1,1,No,2,10% - 20%,2,1,0,0,0,1,0,Bhubanswar
0,1,2,No,2,10% - 20%,1,2,0,0,0,0,2,10
0,2,2,No,4,10% - 20%,2,1,0,0,0,0,0,gaziabad
0,0,2,No,2,21% - 30%,2,1,0,0,0,2,0,33
0,0,1,No,2,10% - 20%,2,2,0,0,0,2,3,10
0,0,2,No,3,10% - 20%,2,1,0,0,0,1,0,10
0,0,1,No,2,10% - 20%,2,2,0,0,0,0,0,32
0,3,2,Yes,4,31% - 40%,2,2,0,0,0,0,3,32
0,1,1,No,3,21% - 30%,2,4,0,0,2,0,0,13
0,3,2,Yes,4,41% - 50%,2,2,0,0,2,3,0,Ambalacity
0,0,2,No,2,31% - 40%,2,1,1,0,0,0,0,38
0,2,2,No,3,31% - 40%,2,4,1,0,0,1,0,32
0,1,1,No,4,>50%,2,4,0,1,1,2,3,13
0,2,1,No,1,>50%,2,4,0,2,3,1,0,16
0,3,2,No,1,31% - 40%,2,1,0,0,0,0,3,38
1,1,2,No,4,10% - 20%,2,0,0,1,1,1,2,29
0,1,2,No,4,21% - 30%,2,4,Landlord's wish,0,0,3,3,33
0,1,2,No,4,21% - 30%,2,3,0,1,2,0,3,29
0,2,1,No,5,21% - 30%,2,2,1,1,1,1,0,2
1,2,2,Yes,2,31% - 40%,2,2,0,0,1,1,3,CoDublin
0,3,1,No,5,10% - 20%,2,4,0,1,1,1,3,33
1,0,1,Yes,4,41% - 50%,2,1,0,1,0,1,2,17
2,1,2,No,2,31% - 40%,2,1,0,0,0,0,3,29
1,2,1,No,4,10% - 20%,2,1,0,0,0,1,3,BangaloreSouth
1,1,2,No,4,21% - 30%,2,1,0,0,0,1,2,10
0,2,1,No,5,21% - 30%,2,3,0,1,2,2,3,38
1,3,2,No,5,21% - 30%,2,4,0,0,3,1,3,22
0,2,1,No,5,31% - 40%,2,3,0,0,3,3,2,7
1,2,1,No,5,10% - 20%,2,4,0,0,0,0,2,29
0,3,1,No,5,>50%,2,3,0,0,1,1,3,10
0,1,2,Yes,5,>50%,2,2,0,0,0,0,0,41
0,3,1,No,4,21% - 30%,2,2,0,0,1,0,0,29
0,2,1,No,5,10% - 20%,2,3,1,0,1,1,2,29
0,1,2,No,5,31% - 40%,2,3,1,0,0,1,0,29
0,3,2,No,4,31% - 40%,2,4,0,2,1,1,2,13
0,3,2,No,5,21% - 30%,2,1,0,1,1,1,2,29
0,0,1,No,4,31% - 40%,2,3,0,0,0,1,2,17
2,1,1,Yes,3,>50%,1,1,0,1,0,1,3,29
2,3,1,No,5,21% - 30%,1,3,0,2,3,2,2,29
0,2,2,No,3,31% - 40%,2,0,0,0,1,1,2,13
0,1,2,No,4,21% - 30%,2,3,0,0,0,0,3,13
0,1,1,No,3,10% - 20%,2,2,0,0,1,1,2,12
2,0,1,No,5,10% - 20%,1,3,1,1,0,2,3,38
1,3,1,Yes,5,>50%,2,3,0,1,3,1,3,29
0,1,1,Yes,3,21% - 30%,2,2,0,0,1,0,2,38
2,0,1,No,2,>50%,1,4,0,1,0,3,3,29
1,1,2,No,2,31% - 40%,2,2,1,0,2,1,2,29
1,3,1,No,5,31% - 40%,2,4,0,1,3,0,2,38
2,1,1,Yes,4,31% - 40%,1,2,0,1,0,3,0,Baroda
0,3,1,No,3,>50%,2,4,0,1,1,2,3,39
0,2,2,No,4,41% - 50%,2,4,1,0,0,0,0,12
1,3,2,No,2,>50%,2,2,0,0,3,3,0,38
1,3,1,No,3,21% - 30%,2,1,0,0,0,1,0,10
0,3,1,No,5,31% - 40%,2,4,May be,0,2,3,3,22
0,0,1,No,5,>50%,0,4,Paisa nai he,1,1,0,3,39
0,1,1,No,3,21% - 30%,2,3,0,0,0,2,3,22
1,3,1,Yes,4,21% - 30%,2,3,0,1,0,1,3,22
0,1,1,No,5,21% - 30%,2,2,1,0,1,1,3,22
0,3,1,No,4,31% - 40%,2,4,0,1,2,1,2,38
0,3,2,No,3,41% - 50%,2,4,0,1,0,3,2,22
1,2,1,No,3,21% - 30%,2,0,0,0,2,1,3,41
1,1,1,No,1,21% - 30%,2,1,1,0,1,1,0,29
1,1,1,Yes,5,10% - 20%,2,3,0,1,1,1,0,22
0,2,2,No,3,21% - 30%,2,3,0,1,1,0,2,38
1,3,1,No,5,21% - 30%,2,4,0,1,1,1,3,39
0,2,2,No,5,>50%,2,2,0,1,1,3,2,41
0,3,1,No,3,10% - 20%,2,1,0,0,0,0,3,29
0,1,1,No,2,31% - 40%,2,3,0,1,3,0,3,39
1,2,1,Yes,4,21% - 30%,2,4,0,0,1,3,2,22
1,3,2,Yes,5,>50%,1,2,0,0,0,1,0,41
1,3,2,No,5,31% - 40%,2,4,1,2,1,0,3,10
0,3,1,Yes,3,41% - 50%,2,2,0,0,3,0,2,32
1,1,2,No,2,21% - 30%,2,3,0,0,2,2,3,17
0,2,2,No,4,31% - 40%,2,1,0,1,2,1,2,12
0,3,2,No,3,31% - 40%,2,3,0,0,3,0,0,14
0,3,1,No,4,21% - 30%,2,4,0,2,1,3,2,2
1,1,2,No,5,10% - 20%,2,3,0,0,2,1,3,22
1,3,1,No,4,21% - 30%,2,3,0,0,1,1,0,22
0,3,2,Yes,5,31% - 40%,2,3,0,0,1,1,0,32
1,1,1,No,4,31% - 40%,2,4,0,1,1,2,0,22
0,3,1,No,4,>50%,2,1,0,1,0,1,2,39
0,3,2,No,5,10% - 20%,2,4,0,0,0,1,3,41
0,3,1,No,5,21% - 30%,2,2,0,3,0,0,0,39
1,1,1,Yes,3,>50%,2,2,1,0,0,3,2,29
0,1,1,No,4,31% - 40%,2,3,1,1,1,3,3,38
1,1,2,No,3,41% - 50%,2,1,0,2,0,1,2,38
0,3,1,No,5,10% - 20%,2,2,0,0,0,1,3,12
1,1,1,No,4,21% - 30%,2,2,0,0,3,1,2,21
1,2,1,Yes,4,31% - 40%,2,2,0,0,3,3,3,22
0,1,2,Yes,2,21% - 30%,2,3,0,0,1,3,3,2
1,1,1,No,5,31% - 40%,2,3,0,0,0,1,0,12
0,1,1,No,5,>50%,2,2,0,1,3,1,3,29
0,3,1,Yes,4,10% - 20%,2,3,1,2,1,0,2,38
0,1,2,No,3,>50%,2,2,0,0,0,2,0,22
0,1,2,No,4,31% - 40%,2,3,0,0,0,1,3,12
1,3,1,No,5,21% - 30%,2,4,0,1,0,3,2,21
0,2,1,No,3,21% - 30%,2,3,0,0,0,2,0,29
0,3,2,Yes,5,31% - 40%,2,4,1,1,1,3,3,AmbedkarNagar
0,2,1,No,4,31% - 40%,2,4,1,2,2,0,0,22
0,3,2,Yes,5,31% - 40%,2,4,0,1,1,1,2,10
0,1,1,No,5,10% - 20%,2,1,0,1,2,3,2,29
0,2,1,Yes,3,21% - 30%,2,2,0,1,1,0,3,38
0,3,2,No,5,21% - 30%,2,4,0,2,1,1,3,22
0,3,1,No,3,21% - 30%,2,3,0,1,0,1,0,35
1,3,1,Yes,2,41% - 50%,1,3,0,1,2,1,2,13
0,1,1,Yes,5,41% - 50%,2,4,0,0,2,2,3,21
1,1,2,No,2,21% - 30%,2,4,0,0,0,1,3,21
0,1,1,No,3,41% - 50%,2,2,0,0,0,0,3,22
0,1,1,No,2,>50%,2,4,0,0,3,1,3,38
1,1,1,Yes,5,21% - 30%,1,2,0,0,0,1,0,19
0,1,2,No,3,21% - 30%,2,2,0,0,0,0,2,29
0,3,2,No,4,21% - 30%,2,4,0,1,1,1,2,10
0,1,1,No,4,21% - 30%,2,1,0,1,0,2,2,4
1,2,2,No,4,31% - 40%,2,4,0,0,1,0,3,22
1,2,2,No,3,31% - 40%,2,3,0,1,1,1,2,Sheikhpura
1,3,1,No,5,31% - 40%,2,1,0,0,1,3,2,Sadulpur
0,3,1,No,2,>50%,2,3,1,2,0,3,2,13
1,1,1,No,5,10% - 20%,2,3,1,1,3,1,2,5
1,0,1,No,4,31% - 40%,2,1,0,1,0,1,3,21
1,1,2,No,3,31% - 40%,2,4,0,0,1,0,0,32
0,2,1,No,5,31% - 40%,2,3,0,0,0,0,2,29
1,3,1,Yes,4,21% - 30%,2,2,0,0,1,1,0,10
0,0,2,Yes,3,10% - 20%,2,2,0,0,1,1,2,39
0,0,2,No,4,41% - 50%,2,4,1,1,1,1,2,29
0,3,2,Yes,5,21% - 30%,2,3,0,0,1,0,3,13
3,1,1,No,4,21% - 30%,1,3,0,0,0,2,0,33
0,3,2,No,5,10% - 20%,2,4,0,0,1,0,2,29
0,1,1,No,1,41% - 50%,2,4,1,1,0,2,2,41
1,1,2,No,4,21% - 30%,2,4,0,0,0,0,3,38
0,1,1,No,4,21% - 30%,2,4,0,1,2,0,2,13
0,1,2,No,5,10% - 20%,2,4,0,0,0,0,0,41
1,3,1,No,4,21% - 30%,2,3,0,0,0,1,3,29
0,3,2,No,2,31% - 40%,2,4,1,0,1,1,3,29
1,1,2,No,5,10% - 20%,2,3,0,0,0,0,3,41
0,3,1,Yes,2,21% - 30%,2,2,0,0,0,0,2,29
1,3,2,No,5,10% - 20%,1,4,It is not allowed on company quarter,0,0,0,0,6
0,1,1,No,2,31% - 40%,2,3,0,2,1,0,2,29
0,2,1,No,5,21% - 30%,2,1,0,0,1,1,2,5
0,1,1,No,5,31% - 40%,2,2,0,1,1,1,2,41
2,2,1,No,3,10% - 20%,1,2,0,1,0,2,3,Bulandshahr
0,1,2,No,3,31% - 40%,2,4,0,1,0,2,3,41
0,3,2,No,3,10% - 20%,2,3,0,0,1,1,3,29
1,1,2,No,2,>50%,2,2,0,1,3,1,3,41
0,3,1,No,5,21% - 30%,2,2,1,2,1,2,2,29
0,3,1,No,4,21% - 30%,2,2,0,0,1,0,3,29
1,2,1,No,4,10% - 20%,2,1,1,0,0,1,0,38
0,3,1,No,5,31% - 40%,2,2,0,0,1,0,2,17
0,3,2,No,5,41% - 50%,2,3,0,0,2,1,3,6
0,0,2,No,3,41% - 50%,2,4,0,1,0,0,3,29
1,0,1,Yes,3,21% - 30%,2,2,0,1,1,0,2,13
0,3,1,No,3,31% - 40%,2,2,0,1,2,3,2,21
0,1,2,No,1,41% - 50%,2,3,0,0,0,2,2,22
0,2,2,No,3,21% - 30%,2,1,0,0,0,1,3,33
0,3,2,No,5,21% - 30%,2,1,1,1,2,3,2,29
1,1,1,No,3,21% - 30%,2,2,0,0,1,3,3,7
0,2,2,No,2,31% - 40%,2,4,1,0,0,3,0,Boudh
1,1,1,Yes,5,10% - 20%,2,3,1,2,2,1,2,13
2,3,1,No,5,31% - 40%,1,4,0,2,0,2,2,29
1,1,2,No,3,31% - 40%,2,4,0,0,0,0,2,22
0,1,2,No,5,31% - 40%,2,4,0,1,1,2,0,29
2,3,1,No,3,31% - 40%,1,4,1,1,1,3,3,38
1,1,1,No,4,10% - 20%,2,1,0,0,0,1,3,17
0,3,1,No,3,21% - 30%,2,2,0,0,0,1,2,41
0,2,1,No,5,21% - 30%,2,4,0,1,2,0,3,22
1,1,2,Yes,5,31% - 40%,2,1,0,0,2,1,3,33
0,1,2,No,1,41% - 50%,2,4,0,1,2,2,0,17
0,1,1,No,4,21% - 30%,2,2,0,0,1,1,3,39
1,0,2,Yes,3,>50%,2,0,0,0,0,0,0,5
1,1,1,No,2,41% - 50%,2,2,0,0,1,1,0,Koduru
0,1,2,No,3,31% - 40%,2,4,1,0,0,1,2,41
0,2,1,No,4,31% - 40%,2,4,0,0,0,1,3,17
1,2,2,No,3,21% - 30%,2,2,0,1,0,3,2,Bohera
0,1,1,No,5,>50%,2,3,0,3,1,1,0,12
1,1,1,No,3,21% - 30%,1,1,0,0,0,1,3,22
1,2,2,No,2,41% - 50%,2,2,0,1,1,1,3,13
2,3,1,Yes,4,21% - 30%,1,4,0,0,1,2,3,39
0,1,1,No,2,41% - 50%,2,3,0,0,0,1,3,21
0,2,2,No,5,21% - 30%,2,4,0,1,1,1,0,17
1,3,1,Yes,4,10% - 20%,2,4,0,0,0,2,3,29
0,3,1,Yes,3,21% - 30%,2,4,0,2,0,0,2,10
0,3,1,No,1,10% - 20%,2,3,0,1,2,1,2,5
0,3,2,No,3,41% - 50%,2,4,1,2,0,0,0,41
1,1,1,No,4,31% - 40%,2,1,0,0,3,0,2,29
1,1,1,No,5,31% - 40%,2,3,1,0,3,0,0,22
1,1,1,No,5,31% - 40%,2,4,0,2,1,1,3,22
3,1,1,No,3,41% - 50%,1,3,0,1,1,0,2,22
2,3,1,Yes,4,21% - 30%,1,4,0,2,2,2,3,41
0,2,1,No,5,31% - 40%,2,4,0,1,2,0,3,41
1,1,2,No,3,31% - 40%,2,4,0,0,0,1,0,21
0,1,2,No,4,21% - 30%,2,2,0,0,0,0,2,22
0,2,1,No,3,41% - 50%,2,1,0,0,1,1,2,13
0,1,2,No,3,10% - 20%,2,3,0,0,0,0,0,22
1,3,2,No,2,31% - 40%,2,2,0,0,0,0,0,13
2,1,1,No,4,31% - 40%,1,4,0,2,1,1,0,38
